normalized_description,total_units_sold,total_income,total_cost,total_margin,avg_ticket_price,sale_frequency_days
1.5in low pro tdu belt black l,2,1189.66,728.446388,461.2136120000001,594.83,0
1.5in low pro tdu belt black m,4,2189.66,1388.271332,801.388668,547.415,0
1.5in low pro tdu belt kangaroo m,2,1189.66,663.988522,525.6714780000001,594.83,0
2 banger double tap 1 sz,4,5482.72,3173.992904,2308.727096,1370.68,0
2 banger double tap 1sz,28,38379.32000000001,22217.950328000003,16161.369672,1370.69,3
28 single rifle case black 1sz,2,3568.96,1859.634766,1709.3252340000001,1784.48,1
3 pack pt ankle sock black l,2,775.86,387.923398,387.936602,387.93,0
3 pack pt ankle sock white l,2,775.86,387.923398,387.936602,387.93,0
5.11 a/t 6 dark coyote 10 r,2,6000.0,4332.81261,1667.18739,3000.0,1
5.11 a/t 6 dark coyote 7 r,2,7500.0,3806.015392,3693.984608,3750.0,1
5.11 a/t 6 dark coyote 7.5 r,2,7500.0,3624.738148,3875.261852,3750.0,1
5.11 a/t 6 sz black 5 r,31,123664.58,72324.46806,51340.11194,3989.18,1
5.11 a/t 6 sz black 6 r,79,315145.22,176556.764171,138588.455829,3989.18,1
5.11 a/t 6 szâ  black 11 r,2,5692.92,3827.251134,1865.668866,2846.46,0
5.11 a/t 6 szâ  black 5 r,2,7978.36,4773.848772,3204.5112279999994,3989.18,0
5.11 a/t 6 szâ  black 8 r,4,14793.08,7176.142508,7616.937492,3698.27,0
5.11 a/t 6 szâ  black 9 r,2,7396.54,3831.374984,3565.165016,3698.27,0
5.11 a/t 8 black 11 r,2,7724.12,4499.868312,3224.2516880000003,3862.06,0
5.11 a/t 8 black 6 r,4,15448.24,8999.736624,6448.503376000001,3862.06,2
5.11 a/t 8 dark coyote 10 r,68,45770.09,32442.664916,13327.425084,2806.2775,1
5.11 a/t 8 dark coyote 10.5 r,43,23626.350000000002,16063.304116,7563.045884000003,549.45,0
5.11 a/t 8 dark coyote 11 r,2,6083.88,4499.902282,1583.977718,3041.94,0
5.11 a/t 8 dark coyote 11.5 r,43,189011.22999999998,155909.523109,33101.70689099998,4395.61,0
5.11 a/t 8 dark coyote 5 r,6,18251.64,13757.348478,4494.2915219999995,3041.94,0
5.11 a/t 8 dark coyote 6 r,4,12167.76,9171.490264,2996.269736,3041.94,0
5.11 a/t 8 dark coyote 6.5 r,37,94871.7,70197.922846,24673.777153999996,2564.1,0
5.11 a/t 8 dark coyote 7 r,16,17908.91,11618.274117,6290.635883,2828.8775,0
5.11 a/t 8 dark coyote 7.5 r,3,10766.06,5601.844026,5164.215974,3588.6866666666665,1
5.11 a/t 8 dark coyote 8 r,14,28420.21,17737.43712,10682.77288,3154.5099999999998,2
5.11 a/t 8 dark coyote 8.5 r,23,12637.35,10424.234685,2213.115315000001,549.45,0
5.11 a/t 8 dark coyote 9 r,11,20146.64,13969.121275,6177.518725,2828.8775,1
5.11 a/t 8 dark coyote 9.5 r,6,3296.7000000000003,2719.36557,577.3344300000003,549.45,0
5.11 a/t 8 sz black 11 r,2,7879.3,4588.157642,3291.142358,3939.65,0
5.11 a/t 8 sz black 6 r,2,7879.32,4588.05573,3291.2642699999997,3939.66,1
5.11 a/t 8 sz black 9 r,2,7879.3,3807.779042,4071.520958,3939.65,1
5.11 a/t 8 sz black 9.5 r,2,7879.3,3807.779042,4071.520958,3939.65,0
5.11 a/t mid black 10 r,2,7051.72,3803.540336,3248.1796640000002,3525.86,0
5.11 a/t mid black 8 r,2,7051.72,3715.987236,3335.7327640000003,3525.86,1
5.11 a/t mid black 9 r,8,29029.300000000003,14844.883096,14184.416904000002,3628.6625000000004,1
5.11 a/t trainer black 10 r,1,1.0,1681.222617,-1680.222617,1.0,0
5.11 a/t trainer black 7.5 r,1,1.0,1506.471381,-1505.471381,1.0,0
5.11 boonie hat black l/xl,2,1465.52,947.21326,518.30674,732.76,1
5.11 boonie hat multi blk multi l/xl,2,1706.88,1180.82439,526.0556100000001,853.44,1
5.11 boonie hat multicam blk multicam s/,2,1706.9,1180.82439,526.0756100000001,853.45,0
5.11 boonie hat tdu khaki s/m,6,5586.18,3068.801808,2517.378192,931.03,1
5.11 hooded ls tee l,2,1810.34,846.361484,963.9785159999999,905.17,0
5.11 safe 3.4 n bdge wlet black 1 sz,2,2568.96,1457.437478,1111.522522,1284.48,0
5.11 scope hoodie heather grey l,2,2396.56,892.008366,1504.551634,1198.28,0
5.11 scope hoodie ranger green xl,2,2396.56,892.008366,1504.551634,1198.28,0
5.11 scope patch black 1 sz,2,379.32,155.7776,223.5424,189.66,0
5.11 scope patch black 1sz,4,758.64,311.5552,447.0848,189.66,1
5.11 scope s/s tee black l,2,1386.2,755.083572,631.116428,693.1,0
5.11 scope s/s tee pacific navy l,2,1386.2,755.083572,631.116428,693.1,0
5.11 scope s/s tee pacific navy xl,2,1379.32,755.083572,624.2364279999999,689.66,1
5.11 tomcat flag patch multi 1sz,2,379.3,334.6384,44.66160000000002,189.65,0
6.6 med pouch black 1 sz,2,1810.34,1021.278758,789.0612419999999,905.17,0
6.6 med pouch black 1sz,2,1810.34,1021.278758,789.0612419999999,905.17,0
80s shall we play patch multi 1sz,4,620.68,367.0696,253.61039999999997,155.17,1
abr island-nade ss tee black s,2,1034.48,532.135278,502.34472200000005,517.24,1
abr plate carrier black 1 sz,2,7327.58,4045.067224,3282.512776,3663.79,1
abr pro pant black 32 32,2,3086.2,1636.544636,1449.6553639999997,1543.1,1
abr pro pant black 34 32,4,6172.4,3231.15798,2941.2420199999997,1543.1,1
abr pro pant black 36 32,4,6172.4,3211.76608,2960.6339199999998,1543.1,1
abr pro pant dark navy 30 30,2,3086.2,1464.717284,1621.4827159999998,1543.1,0
abr pro pant dark navy 30 32,2,3086.2,1691.868556,1394.331444,1543.1,0
abr pro pant dark navy 32 32,4,6172.4,3336.2146860000003,2836.1853139999994,1543.1,0
abr pro pant dark navy 34 32,6,9258.599999999999,5092.085238,4166.514761999999,1543.0999999999997,1
abr pro pant dark navy 36 32,4,6172.4,3391.515264,2780.8847359999995,1543.1,0
abr pro pant kangaroo 32 30,2,3086.2,1488.112442,1598.0875579999997,1543.1,0
abr pro pant kangaroo 32 32,2,3086.2,1513.922862,1572.277138,1543.1,0
abr pro pant kangaroo 36 32,4,6172.4,3153.620184,3018.7798159999998,1543.1,0
abr pro pant khaki 32 30,2,3539.66,1535.304818,2004.3551819999998,1769.83,0
abr pro pant khaki 32 32,1,1.0,810.658509,-809.658509,1.0,0
abr pro pant khaki 34 32,2,3086.2,1621.317018,1464.8829819999999,1543.1,1
abr pro pant khaki 36 32,2,3086.2,1621.317078,1464.8829219999998,1543.1,1
abr pro pant ranger green 32 32,3,3087.2,2302.608043,784.5919569999998,1029.0666666666666,0
abr pro pant ranger green 34 32,2,3086.2,1621.317018,1464.8829819999999,1543.1,0
abr pro pant ranger green 36 32,2,3086.2,1483.176428,1603.0235719999998,1543.1,0
adelita gnome patch green 1 sz,2,284.48,153.3122,131.16780000000003,142.24,0
adventure primaloft vest pecan l,2,4293.1,1944.785952,2348.314048,2146.55,1
adventure primaloft vest pecan m,2,4293.1,1944.814334,2348.2856660000007,2146.55,1
alpha acorn ss tee,2,1120.7,602.288258,518.411742,560.35,0
alta belt black xl,4,3486.2799999999997,2100.194268,1386.0857319999998,897.1366666666667,1
alta belt coyote m,2,1896.54,1015.692914,880.847086,948.27,0
always be thankful patch khaki 1sz,10,1896.6,855.88977,1040.71023,189.66,3
always ready s/s tee heather grey l,4,1844.8,1071.2248,773.5752,461.2,1
america beautiful ss tee black m,2,922.4,423.001,499.399,461.2,0
american flag stix patch khaki 1sz,2,362.06,194.37827,167.68173000000002,181.03,1
apex pant battle brown 34 32,2,3879.32,2382.3104,1497.0096000000003,1939.66,1
apex pant battle brown 36 32,4,7758.620000000001,4232.342221999999,3526.2777780000006,1939.6550000000002,1
apex pant battle brown 38 32,4,7758.6,3700.063644,4058.5363560000005,1939.65,0
apex pant black 30 30,2,3879.3,1850.046018,2029.2539820000002,1939.65,1
apex pant black 32 30,2,4470.7,1850.031822,2620.668178,2235.35,0
apex pant black 32 32,2,4470.7,1850.031822,2620.668178,2235.35,0
apex pant black 34 32,2,3879.3,2047.97928,1831.3207200000002,1939.65,0
apex pant burnt 30 30,2,3879.32,1858.47463,2020.8453700000002,1939.66,0
apex pant burnt 30 32,2,3879.3,1850.088572,2029.211428,1939.65,0
apex pant burnt 32 30,4,8350.02,3696.322908,4653.697092,2087.505,0
apex pant burnt 32 32,2,3879.32,1805.697488,2073.622512,1939.66,1
apex pant burnt 34 32,4,7758.64,4277.270496,3481.3695040000002,1939.66,1
apex pant dark navy 30 30,2,3879.3,1850.088572,2029.211428,1939.65,0
apex pant dark navy 32 30,2,3879.3,1850.031822,2029.2681780000003,1939.65,0
apex pant dark navy 32 32,4,7758.6,3700.063644,4058.5363560000005,1939.65,0
apex pant dark navy 34 32,4,7758.64,4402.129984,3356.510016,1939.66,0
apex pant dark navy 36 32,7,13231.630000000001,6475.111376999999,6756.518623000001,1890.2328571428573,1
apex pant dark navy 38 32,2,3879.3,2019.306736,1859.9932640000002,1939.65,0
apex pant khaki 30 30,2,3879.3,1850.088572,2029.211428,1939.65,0
apex pant khaki 32 30,2,3879.32,1824.777372,2054.542628,1939.66,1
apex pant khaki 32 32,2,3879.32,2054.413894,1824.9061060000004,1939.66,0
apex pant khaki 34 32,2,4470.68,2382.28,2088.4,2235.34,0
apex pant khaki 36 32,2,3315.74,2261.48,1054.2599999999998,1657.87,0
apex pant ranger green 30 32,2,3879.3,1850.088572,2029.211428,1939.65,0
apex pant ranger green 32 32,2,3879.3,2084.511276,1794.788724,1939.65,0
apex pant ranger green 40 32,2,3879.3,1824.890744,2054.409256,1939.65,1
apex pant storm 32 32,2,3879.3,2047.97928,1831.3207200000002,1939.65,0
apex pant storm 36 32,3,5473.030000000001,2972.9950129999997,2500.034987,1824.3433333333335,1
apex pant storm 40 32,2,3879.3,2047.979992,1831.3200080000001,1939.65,1
apex pant tdu green 32 30,2,4470.7,1862.527712,2608.1722879999998,2235.35,0
apex pant tdu green 32 32,2,3879.3,1900.292724,1979.0072760000003,1939.65,1
apex pant tdu green 34 32,2,3879.3,1862.527712,2016.7722880000001,1939.65,0
apex pant tundra 32 32,2,3879.3,1850.031822,2029.2681780000003,1939.65,0
apex pant tundra 34 32,2,3879.3,1850.031822,2029.2681780000003,1939.65,1
apex pant volcanic 32 30,2,4470.7,1850.031822,2620.668178,2235.35,0
apex pant volcanic 32 32,2,3879.3,1850.031822,2029.2681780000003,1939.65,0
apex pant volcanic 34 32,10,19396.56,10846.913315999998,8549.646684000001,1939.6560000000002,4
apex pant volcanic 36 32,3,5473.030000000001,2775.047733,2697.9822670000003,1824.3433333333335,1
astro tiger patch multi 1 sz,2,253.44,167.0044,86.4356,126.72,0
atac 2.0 6 sz desert dark coyote 8.5 r,2,5310.34,3281.967414,2028.372586,2655.17,1
atac 2.0 8 black 10 r,581,1549916.27,1070670.132035,479246.13796500006,2667.67,0
atac 2.0 8 black 11 r,567,1512568.8900000001,1040177.4156899999,472391.4743100001,2667.67,0
atac 2.0 8 black 12 r,341,909675.47,623395.495162,286279.97483799997,2667.67,0
atac 2.0 8 black 13 r,141,376141.47000000003,257606.56868100003,118534.90131900001,2667.67,0
atac 2.0 8 black 14 r,10,26676.7,18480.059670000002,8196.640329999998,2667.67,0
atac 2.0 8 black 15 r,10,26676.699999999997,18247.25408,8429.445919999998,2667.67,0
atac 2.0 8 black 5 r,25,66691.75,46345.59515,20346.15485,2667.67,0
atac 2.0 8 black 6 r,125,333458.75,231727.89187500003,101730.858125,2667.67,0
atac 2.0 8 black 7 r,204,544204.6799999999,378179.92933199997,166024.750668,2667.67,0
atac 2.0 8 black 8 r,279,744789.41,517216.762388,227572.64761200003,2752.5833333333335,0
atac 2.0 8 black 9 r,284,757618.28,526485.9055240001,231132.37447600003,2667.67,0
atac 2.0 8 black 9 w,220,586887.4,407841.25162,179046.14838000003,2667.67,0
atac 2.0 8 storm black 11.5r,20,61451.0,45010.57414,16440.425860000003,3072.55,0
atac 2.0 8 storm black 4 r,2,6104.58,4285.407196,1819.1728039999998,3052.29,1
atac 2.0 8 storm black 5 r,10,30644.460000000003,22378.421248,8266.038752000002,3062.42,1
atac 2.0 8'' black 11 r,2,4531.1,3045.554722,1485.5452780000005,2265.55,0
base 2bk utility folder tumbld steel 1sz,2,896.56,419.556546,477.0034539999999,448.28,0
base 3dp tumbld steel 1 sz,2,913.78,887.87412,25.905880000000025,456.89,1
basic patrol bag black 1 sz,2,2015.32,2447.422,-432.1020000000001,1007.66,0
basic patrol bag black 1sz,1,1119.62,842.455148,277.1648519999999,1119.62,0
battle tested ls tee black m,2,1293.1,715.558694,577.541306,646.55,0
battle tested ls tee black s,2,1293.1,715.558694,577.541306,646.55,1
beer can shooting ls tee navy l,2,1551.72,732.1596,819.5604000000001,775.86,1
beer can shooting ls tee navy m,2,1551.72,732.1596,819.5604000000001,775.86,0
big horn jacket black m,36,64050.840000000004,49298.514444,14752.325556000003,1779.19,1
big horn jacket black s,41,72946.79000000001,56145.296065,16801.493935000006,1779.19,1
big horn jacket dark navy 2xl,42,98361.20000000001,49871.637899999994,48489.5621,2189.7400000000002,1
big horn jacket dark navy l,154,360801.69999999995,174049.42893799997,186752.271062,2189.7400000000002,2
big horn jacket dark navy m,170,398601.69999999995,191364.818,207236.882,2189.7400000000002,1
big horn jacket dark navy s,279,477800.25999999995,332929.756422,144870.50357799997,2039.17,1
big horn jacket dark navy xl,104,244404.3,119133.65047999998,125270.64952,2218.5333333333333,1
big horn jacket dark navy xs,75,112581.0,89497.24635,23083.75365,1501.08,0
bike cop patch black 1 sz,4,603.44,310.3236,293.11640000000006,150.86,1
bike patrol pant dark navy 30 30,3,5722.9800000000005,5415.437568,307.5424320000002,1907.66,0
blood type patch kit a positive,4,655.16,295.986192,359.17380799999995,163.79,0
"bolo machete,fb,pe,blk/blk,e3/12,equ673",2,3017.24,1671.934066,1345.3059339999998,1508.62,1
branches usa flag cap black 1 sz,4,2517.24,1179.93212,1337.3078799999998,629.31,0
braxton jacket black m,2,7396.54,3383.8629,4012.6771,3698.27,0
braxton jacket grenade m,4,14793.12,6989.11002,7804.009980000001,3698.28,1
braxton jacket grenade s,4,14793.12,8396.707912,6396.412088000001,3698.28,1
brewed grnds to go patch green 1 sz,4,603.44,310.31,293.13000000000005,150.86,2
brewing up victory l/s t black m,2,1551.72,714.2344,837.4856,775.86,0
bullet brain patch green 1 sz,2,327.58,189.648,137.932,163.79,0
bullet brew patch black 1sz,6,1137.96,513.519768,624.4402319999999,189.66,1
bullet donut pumpkn patch,2,362.06,181.92555,180.13445000000002,181.03,0
calacuerno tee black m,2,1189.66,646.856496,542.8035040000001,594.83,0
calacuerno tee black s,2,1189.66,646.856496,542.8035040000001,594.83,1
calcetin bota combate ts azul 10-12,34,3810.3799999999997,2001.55059,1808.8294099999998,112.07000000000001,3
calcetin bota combate ts azul 8-10,54,6051.78,3327.1553519999998,2724.6246479999995,112.07,4
calcetin bota combate ts azul 9-11,26,2913.8199999999997,1595.6604040000002,1318.1595959999997,112.07,6
calcetin bota combate ts beige 8-10,28,3137.96,1725.178078,1412.781922,112.07,2
calcetin bota combate ts negro 10-12,38,4258.66,2336.315012,1922.3449879999996,112.07000000000001,3
calcetin bota combate ts negro 8-10,102,11431.14,6247.813548,5183.326451999999,112.07,8
calcetin bota combate ts negro 9-11,53,5828.639999999999,3248.256845,2580.383155,108.89657142857142,7
calcetin bota de combate beige 10-12,36,4034.5199999999995,2209.939704,1824.5802959999996,112.06999999999998,3
calcetin bota de combate beige 9-11,14,1568.98,854.51527,714.4647299999999,112.07,4
calcetin deporte talonera bs blan 9-11,8,793.12,430.70236,362.41764000000006,99.14,2
calcetin deporte talonera bs gris 9-11,16,1586.24,861.40472,724.83528,99.14,4
calcetin deporte talonera bs negro 10-12,20,1982.8,1076.7559,906.0441000000001,99.14,1
calcetin deporte talonera bs negro 9-11,8,793.12,430.70236,362.41764,99.14,2
camo crest s/s tee black l,2,1336.2,734.383902,601.816098,668.1,0
camo crest s/s tee black m,4,2672.4,1468.767804,1203.632196,668.1,0
camp field axe s/s tee black l,6,2767.2,1606.8372,1160.3627999999999,461.2,2
camp field axe s/s tee black m,4,1844.8,1071.2248,773.5752,461.2,1
camp field axe s/s tee black s,2,922.4,535.6124,386.7876,461.2,0
cancer zodiac patch red 1 sz,2,310.34,183.5348,126.80519999999999,155.17,0
cancer zodiac patch red 1sz,4,620.68,367.0696,253.61039999999997,155.17,1
"carabiner, ps auto red, cmc",2,2379.32,1302.419068,1076.9009320000002,1189.66,0
celtic dog patch brown 1sz,6,1293.06,1227.0077999999999,66.05220000000003,215.51,1
cfk 4 kangaroo 1 sz,4,6482.72,3078.137596,3404.582404,1620.68,1
cfk 7 peacemaker kangaroo 1 sz,2,5603.44,2644.048748,2959.3912519999994,2801.72,1
chameleon softshell 2.0 black l,2,6706.9,3634.00131,3072.8986899999995,3353.45,1
chameleon softshell 2.0 black m,6,20120.699999999997,10829.240424,9291.459576,3353.45,0
chameleon softshell 2.0 black s,4,13413.779999999999,7294.476638,6119.303362000001,3353.4449999999997,0
chameleon softshell 2.0 black xl,2,6706.9,3707.457078,2999.4429219999997,3353.45,1
chameleon softshell 2.0 dark navy l,2,6706.9,3760.262524,2946.6374759999994,3353.45,1
chameleon softshell 2.0 ranger green l,2,6706.9,3382.98027,3323.9197299999996,3353.45,1
chameleon softshell 2.0 ranger green m,4,13413.76,9227.593605999999,4186.166394,3353.44,0
chameleon softshell 2.0 ranger green s,2,6706.88,3183.692528,3523.187472,3353.44,0
charge mpls black,2,5413.8,2288.833766,3124.966234,2706.9,0
cinco once s/s tee heather grey m,2,991.36,584.44893,406.91107,495.68,0
close only counts patch,2,448.26,161.033172,287.22682799999995,224.13,0
club ruck s/s tee black l,6,2767.2,1606.8372,1160.3627999999999,461.2,0
club ruck s/s tee black m,2,922.4,535.6124,386.7876,461.2,0
club ruck s/s tee black xl,2,922.4,535.6124,386.7876,461.2,0
comfort mask dpp 2pk green l,2,801.72,505.181,296.53900000000004,400.86,0
comfort mask dpp 2pk green m,2,801.72,505.181,296.53900000000004,400.86,0
comfort mask sol 1pk navy blue l,4,568.96,358.376,210.58400000000006,142.24,2
comfort mask sol 2pk black m,2,481.02,257.44,223.57999999999998,240.51,0
competition shooting glv kangaroo 2xl,2,1586.2,913.32205,672.87795,793.1,1
competition shooting glv kangaroo l,2,1586.2,913.271808,672.9281920000001,793.1,1
competition shooting glv kangaroo xl,2,1586.2,913.305302,672.8946980000001,793.1,1
competition shtg glv 2.0 019 black xl,15,9262.35,7513.742655,1748.6073450000004,617.49,0
conquered patch blue 1sz,2,318.96,189.956,129.004,159.48,0
covrt18 2.0 black 1 sz,2,6189.64,3166.03118,3023.6088200000004,3094.82,1
covrt18 2.0 black 1sz,2,6189.64,3227.014582,2962.6254180000005,3094.82,0
covrt18 2.0 coyote 1 sz,2,6189.64,3165.97515,3023.66485,3094.82,0
daily deploy push pack black 1sz,2,2913.8,1659.666674,1254.1333260000001,1456.9,1
decoy convertible pant rngr green 34 32,2,3448.26,1851.516634,1596.7433660000002,1724.13,0
defender-flex slim jean dw indigo 36 32,2,3706.88,1703.293022,2003.586978,1853.44,0
defender-flex slim jean dw indigo 38 32,2,3706.88,1729.890582,1976.9894180000001,1853.44,0
defender-flex slim jean dw indigo 40 32,2,3706.88,1730.066724,1976.813276,1853.44,1
defender-flex slim jean sw charc 30 32,2,3706.88,1729.890582,1976.9894180000001,1853.44,0
defender-flex slim jean sw charc 34 32,2,3706.88,1729.949296,1976.930704,1853.44,0
defender-flex slim jean sw charc 36 32,4,7413.76,3459.957308,3953.802692,1853.44,0
defender-flex slim jean sw indigo 32 32,2,3706.88,1729.949296,1976.930704,1853.44,0
defender-flex slim jean sw indigo 34 32,4,7413.76,3459.898592,3953.861408,1853.44,1
defender-flex slim jean sw indigo 36 32,4,7413.76,3459.957308,3953.802692,1853.44,0
division digital black 1 sz,2,4741.38,2291.0672,2450.3128,2370.69,0
don't thread patch green 1sz,2,336.2,177.0404,159.15959999999998,168.1,1
doohickey clipkey key tool black,2,181.04,99.38545,81.65454999999999,90.52,0
double duty tdu belt 1.75,18,12037.939999999999,6709.978546,5327.961453999998,668.7744444444444,1
double pistol case black 1 sz,2,1896.56,935.90424,960.65576,948.28,0
double pistol case kangaroo 1 sz,2,1896.56,935.90424,960.65576,948.28,0
double pistol case ranger green 1 sz,2,1896.56,935.90424,960.65576,948.28,1
dredger 7in short black 36,2,2568.96,1113.507854,1455.452146,1284.48,0
duty rain shell dark navy l,1,1.0,1331.33995,-1330.33995,1.0,0
eagle april 2023 potm grey 1sz,2,551.72,307.768088,243.95191200000005,275.86,1
edc 2aaa kangaroo 1 sz,3,1648.3500000000001,1359.682785,288.66721500000017,549.45,0
edt multitool khaki 1sz,2,551.72,317.698,234.02200000000005,275.86,0
edt rescue alert blue 1 sz,6,1862.04,901.1233319999999,960.9166679999998,310.34,0
emergency ready bag black 1 sz,2,2810.34,1485.374148,1324.965852,1405.17,0
enduro pro usb ind,4,6379.28,3506.50024,2872.77976,1594.82,0
esc rescue knife tumbld steel 1 sz,12,11068.92,5065.495199999999,6003.4248,922.41,4
esc rescue tool tumbld steel 1 sz,2,1051.72,606.73617,444.98383,525.86,1
escape at all costs patch,2,318.96,163.510462,155.449538,159.48,1
escape patch brown 1sz,2,253.44,167.0044,86.4356,126.72,1
eum id patch multi 1sz,4,793.12,360.427164,432.692836,198.28,0
exo.e external elbow pad black 1sz,4,2379.32,1275.319488,1104.000512,594.83,1
exo.k external knee pad black 1sz,4,2724.12,1462.800956,1261.3190439999998,681.03,0
exo.k external knee pad kangaroo 1 sz,5,2747.25,2266.137975,481.1120249999999,549.45,0
f14 plane flight patch grey 1sz,4,620.68,367.0696,253.61039999999997,155.17,1
fast tac 6 black 10 r,12,22389.0,17865.515568,4523.484432000001,1865.75,0
fast tac 6 black 10.5 r,6,11194.5,8932.757784,2261.7422160000006,1865.75,0
